"","Id","X","Y"
"1",20,17.3869086182869,11.4300536076922
"2",20,20.4559583241093,8.62542320936332
"3",20,37.350608060653,32.8726531386325
"4",20,19.8438663298113,8.51480920179949
"5",20,23.1361510222854,9.57874747010754
"6",20,36.1399083907719,40.3021543558908
"7",20,19.3946478856258,36.5827152192932
"8",20,20.5347698487973,9.73500464817414
"9",20,14.779021873762,42.0902091642923
"10",20,16.8645884712511,11.6171437504392
"11",20,23.461919387813,40.5085965830775
"12",20,22.0707555982474,39.3607605960662
"13",20,19.013738622921,7.84914975085634
"14",20,19.739129819364,40.4888783037908
"15",20,31.7998663321043,35.9449680798227
"16",20,17.24269314046,40.413221167944
"17",20,37.2871006721324,32.5735198230936
"18",20,44.0077621967432,48.4077424085976
"19",20,19.2815684122629,39.3411755672887
"20",20,44.9091709621796,44.323403769115
"21",20,20.3899397038704,8.72478824318499
"22",20,44.0874430580737,42.8537177958988
"23",20,46.9708601352171,44.8873058181657
"24",20,14.2565361117563,39.7260232665276
"25",20,21.1301253880558,6.33810145980542
"26",20,33.0408878056914,36.6275811726775
"27",20,21.7304336048242,37.8231588943043
"28",20,34.12619224494,37.0193067687
"29",20,17.540425459474,9.11918700140461
"30",20,40.0195638579796,35.8595892279859
"31",20,42.891857806921,46.0410544990232
"32",20,45.4012635797984,39.5878054239983
"33",20,48.9278781322561,44.091847586089
"34",20,21.0201937301325,42.1026539624038
"35",20,19.9128643877599,40.7238410051625
"36",20,18.8130590364303,37.8516267078707
"37",20,19.6771173794102,11.4802356634498
"38",20,32.3972112855179,34.5949566117317
"39",20,16.5084245019097,6.29931765521019
"40",20,31.3562825969793,36.3106899987669
"41",20,48.0706537895569,45.3172057261121
"42",20,15.7868240791846,38.786214725644
"43",20,48.2319136603258,45.9024769304203
"44",20,46.2148392694268,47.3396198156085
"45",20,19.3567170445991,39.9465931310847
"46",20,45.3925275800494,47.7256662470812
"47",20,44.8555409804611,46.3400567118608
"48",20,16.6367278683919,9.08992188263076
"49",20,47.2226797548295,45.638051774007
"50",20,37.0871464604554,37.3234320847535
"51",20,24.5034618943762,9.86859437335533
"52",20,38.4776167509881,39.0448278871017
"53",20,18.3382893507344,7.80343274262538
"54",20,37.8021894017602,34.4067375500352
"55",20,44.6933768684436,45.9093343338199
"56",20,20.1519598934385,7.09825378344223
"57",20,44.0172022394662,44.6131107634986
"58",20,20.661269380374,38.9027075127488
"59",20,17.779375031032,35.1186933146977
"60",20,19.6085075555371,40.1314060728258
"61",20,20.2551738486764,9.64354594668832
"62",20,36.8944467383768,33.0330345637733
"63",20,16.7960874805892,9.55674718807382
"64",20,34.5136773501415,33.6391687833958
"65",20,45.1378657963351,44.3796466020167
"66",20,20.4175393658039,39.0765540127177
"67",20,47.8914510786281,45.4042229858925
"68",20,48.6766171179638,46.7057470860619
"69",20,19.8796656871303,7.29301054878634
"70",20,22.0218044699655,41.2713938131741
"71",20,21.5957573554529,11.9605263572303
"72",20,16.5535795896141,11.2143690026794
"73",20,30.6230472082012,38.097201474212
"74",20,31.9761495306471,36.161560024025
"75",20,32.7348116148967,33.6373209065498
"76",20,35.0982392679642,33.1848578240447
"77",20,18.0733899751964,39.7971125902541
"78",20,36.0262552096349,32.1518301030447
"79",20,45.4589319694009,44.6162705276466
"80",20,19.4970939660929,10.0438739794624
"81",20,48.8459808699722,45.1010523872533
"82",20,36.8200790444245,36.5576583748414
"83",20,18.1099531114425,10.6171163783797
"84",20,19.0446305611015,36.826708616325
